EventOnScroll,MSecForDownArrow,TimeOnVScroll,relevant,NumOfPageUp,TimeOnMouse,NumOfPageDown,ClickOnWindow,log_id,serverTimeVisit,MSecForPageUp,MSecForUpArrow,NumOfUpArrow,classes,MSecForPageDown,RSS_ID,readability,TimeOnHScroll,novelty,user_like,DOC_ID,TimeOnPage,TimeVisit,user_id,NumOfDownArrow,authority
0,0,0,4,0,188,0,0,9465,10-05-2004 03:44,0,0,0,broadway,0,8173,1,0,5,2,285242,1016,10-05-2004 03:44,51,0,1
0,0,0,4,0,4062,0,2,9460,10-05-2004 03:39,0,0,0,broadway,0,8173,1,0,5,2,285247,43031,10-05-2004 03:39,51,0,1
0,0,0,3,0,1561,0,0,8543,08-05-2004 01:19,0,0,0,fun|movies,0,1741,1,0,4,2,285260,10064,08-05-2004 01:19,58,0,0
0,0,0,1,0,1032,0,0,7226,05-05-2004 15:18,0,0,0,Movies,0,1741,0,0,1,-1,285260,12288,05-05-2004 15:18,80,0,0
0,0,0,4,0,1018,0,0,9467,10-05-2004 03:47,0,0,0,broadway,0,8173,1,0,5,2,285268,27563,10-05-2004 03:47,51,0,1
0,0,0,4,0,469,0,0,9466,10-05-2004 03:46,0,0,0,broadway,0,8173,1,0,5,2,285272,126688,10-05-2004 03:46,51,0,1
0,0,0,4,0,719,0,0,9469,10-05-2004 03:48,0,0,0,broadway,0,8173,1,0,5,2,285276,27470,10-05-2004 03:48,51,0,1
0,1373,0,5,2,901,0,0,4783,29-04-2004 14:00,190,0,0,familar%20topic|business,0,8175,1,0,5,2,285308,25016,29-04-2004 14:00,63,12,1
0,0,0,1,0,172,0,0,20101,12-05-2004 21:47,0,0,0,difficult%20to%20understand,0,1403,0,0,1,-1,285321,1765,12-05-2004 21:47,80,0,0
2,0,0,2,0,771,0,0,6682,04-05-2004 04:00,0,0,0,default,0,2381,1,0,3,-1,285345,12678,04-05-2004 04:00,91,0,0
0,0,0,5,0,469,0,0,6334,03-05-2004 17:47,0,0,0,,0,2381,1,0,4,2,285352,3376,03-05-2004 17:47,66,0,1
3,0,0,3,0,371,0,1,4857,29-04-2004 17:01,0,0,0,Strong%20argument,0,2383,1,0,3,1,285391,75308,29-04-2004 17:01,56,0,1
0,0,0,1,0,2853,0,0,7069,04-05-2004 22:20,0,0,0,Berkshire%20Hathaway,0,1758,0,0,1,-1,285454,210643,04-05-2004 22:20,80,0,0
0,0,0,5,0,641,0,0,21275,19-05-2004 16:01,0,0,0,music,0,2388,1,0,5,-1,285474,2984,19-05-2004 16:01,51,0,0
0,0,0,5,0,3796,0,1,4641,29-04-2004 00:33,0,0,0,ethics|music,0,2388,1,0,5,2,285474,40048,29-04-2004 00:33,58,0,1
0,0,0,5,0,2549,0,2,4742,29-04-2004 13:06,0,0,0,,0,385,1,0,4,2,285485,23188,29-04-2004 13:06,76,0,1
0,0,0,4,0,2737,0,2,5214,30-04-2004 10:36,0,0,0,books,0,2389,1,0,3,1,285500,105032,30-04-2004 10:36,73,0,0
0,0,0,2,0,2033,0,0,4719,29-04-2004 12:39,0,0,0,entertainment,0,1761,1,0,3,-1,285531,4438,29-04-2004 12:39,73,0,0
0,0,0,1,0,140,0,0,3941,27-04-2004 13:09,0,0,0,difficult%20to%20understand,0,3186,0,0,1,-1,285586,13499,27-04-2004 13:09,63,0,-1
0,0,0,4,0,2688,6,0,5198,30-04-2004 06:44,0,0,0,politics|history|international,610,3187,1,0,5,2,285590,191500,30-04-2004 06:44,62,0,1
0,0,0,2,0,3766,0,0,7933,06-05-2004 19:18,0,0,0,,0,3187,1,0,1,-1,285599,19750,06-05-2004 19:18,51,0,0
0,0,0,4,0,0,0,0,4700,29-04-2004 10:55,0,0,0,movies|celebrities|entertainment,0,1770,-1,0,4,2,285605,1047,29-04-2004 10:55,58,0,0
0,0,0,3,0,3095,0,0,6846,04-05-2004 17:38,0,0,0,,0,1782,1,0,3,-1,285647,5375,04-05-2004 17:38,65,0,1
0,0,0,2,0,1657,0,0,7813,06-05-2004 18:51,0,0,0,,0,1782,1,0,2,-1,285647,3922,06-05-2004 18:51,65,0,1
0,0,0,3,0,900,0,0,20479,13-05-2004 23:18,0,0,0,technology|education|college,0,1428,1,0,4,-1,285650,20589,13-05-2004 23:18,58,0,1
0,0,0,3,0,10427,0,0,7787,06-05-2004 18:38,0,0,0,,0,1432,1,0,4,1,285692,22421,06-05-2004 18:38,66,0,0
0,0,0,3,0,1185,0,0,4411,28-04-2004 14:28,0,0,0,sports,0,1432,1,0,5,2,285692,4094,28-04-2004 14:28,76,0,1
0,0,0,5,0,375,0,0,4450,28-04-2004 16:45,0,0,0,world%20news,0,8177,1,0,5,2,285748,17734,28-04-2004 16:45,76,0,1
0,2304,0,1,0,560,0,1,5408,01-05-2004 11:13,0,0,0,unrelated|ebay,0,2414,0,0,1,-1,285755,28241,01-05-2004 11:13,63,18,-1
0,0,0,4,0,3443,0,0,4313,28-04-2004 05:04,0,0,0,media|domestic|meta-media|science,0,1787,1,0,4,2,285767,67765,28-04-2004 05:04,62,0,1
1,0,0,5,0,687,0,0,5179,30-04-2004 03:26,0,0,0,technology,0,8177,1,0,4,2,285775,40360,30-04-2004 03:26,83,0,1
2,0,0,5,0,782,0,0,5180,30-04-2004 03:28,0,0,0,india|technology,0,8177,1,0,5,2,285779,60672,30-04-2004 03:28,83,0,1
1,0,0,5,0,1342,0,2,4743,29-04-2004 13:07,0,0,0,,0,1787,1,0,5,2,285784,14875,29-04-2004 13:07,76,0,1
0,0,0,1,0,872,0,0,5093,30-04-2004 00:54,0,0,0,Kodak,0,423,-1,0,1,-1,285794,3445,30-04-2004 00:54,80,0,0
1,0,0,1,0,880,0,0,3935,27-04-2004 13:03,0,0,0,default,0,2423,1,0,1,-1,285814,10564,27-04-2004 13:03,63,0,-1
0,0,0,1,0,1271,0,0,3937,27-04-2004 13:05,0,0,0,default,0,2423,0,0,1,-1,285820,4555,27-04-2004 13:05,63,0,-1
0,0,0,2,0,297,0,0,6839,04-05-2004 17:37,0,0,0,,0,424,0,0,2,-1,285820,2797,04-05-2004 17:37,65,0,1
0,0,0,1,0,691,0,1,3940,27-04-2004 13:08,0,0,0,difficult%20to%20understand,0,2423,0,0,1,-1,285821,10797,27-04-2004 13:08,63,0,-1
0,0,0,1,0,720,0,0,6920,04-05-2004 18:09,0,0,0,,0,424,0,0,1,-1,285821,2468,04-05-2004 18:09,66,0,1
0,0,0,3,0,0,0,0,6199,03-05-2004 13:32,0,0,0,,0,8178,1,0,3,-1,285832,391,03-05-2004 13:32,84,0,1
0,301,0,1,0,1211,0,1,3934,27-04-2004 13:02,0,641,2,default,0,3281,1,0,1,-1,285877,16093,27-04-2004 13:02,63,2,-1
0,0,0,3,0,437,0,0,4697,29-04-2004 10:49,0,0,0,politics,0,2446,1,0,3,-1,285911,1141,29-04-2004 10:49,58,0,1
0,0,0,4,0,391,0,0,4130,27-04-2004 21:20,0,0,0,familar%20topic,0,8181,1,0,4,2,285937,61250,27-04-2004 21:20,67,0,1
1,0,0,5,0,469,0,0,4994,29-04-2004 23:26,0,0,0,default,0,8181,1,0,4,2,285937,18437,29-04-2004 23:26,67,0,1
0,0,0,5,0,453,0,0,4419,28-04-2004 14:42,0,0,0,U.S.|music%20news|entertainment,0,8181,1,0,5,2,285937,2312,28-04-2004 14:42,76,0,1
1,0,0,5,0,110,0,0,4998,29-04-2004 23:28,0,0,0,default,0,8181,1,0,5,2,285948,3625,29-04-2004 23:28,67,0,1
1,0,0,4,0,515,0,0,4137,27-04-2004 21:28,0,0,0,music,0,8181,1,0,4,1,285950,81126,27-04-2004 21:28,67,0,1
0,0,0,4,0,874,0,0,4135,27-04-2004 21:26,0,0,0,familar%20topic,0,8181,1,0,4,1,285958,47906,27-04-2004 21:26,67,0,1
0,0,0,3,0,0,0,0,6619,04-05-2004 01:48,0,0,0,jobs,0,438,0,0,1,-1,285962,401,04-05-2004 01:48,69,0,1
0,4146,0,1,0,1702,0,1,4813,29-04-2004 15:02,0,0,0,unrelated,0,2,1,0,3,-1,285969,16795,29-04-2004 15:02,63,9,1
0,0,0,4,0,1420,0,2,5044,29-04-2004 23:47,0,0,0,default,0,8181,1,0,2,2,285970,19782,29-04-2004 23:47,67,0,1
0,0,0,4,0,499,0,0,4136,27-04-2004 21:27,0,0,0,familar%20topic,0,8181,1,0,4,1,285972,27236,27-04-2004 21:27,67,0,1
0,0,0,3,0,625,0,0,4967,29-04-2004 23:09,0,0,0,default,0,8181,1,0,1,1,285974,13985,29-04-2004 23:09,67,0,1
1,0,0,4,0,265,0,0,5021,29-04-2004 23:40,0,0,0,default,0,8181,1,0,4,2,285984,12673,29-04-2004 23:40,67,0,1
0,0,0,4,0,264,0,0,8245,07-05-2004 13:09,0,0,0,,0,3,1,0,4,1,285985,7719,07-05-2004 13:09,67,0,1
0,0,0,3,0,641,0,0,6993,04-05-2004 21:29,0,0,0,familar%20topic|celebrity|entertainment,0,8181,1,0,2,1,285985,100532,04-05-2004 21:29,92,0,1
0,4155,0,5,0,1090,0,0,3933,27-04-2004 13:02,0,0,0,familar%20topic,0,4,1,0,5,2,285996,251942,27-04-2004 13:02,63,23,1
1,0,0,3,0,1343,0,0,4132,27-04-2004 21:22,0,0,0,default,0,8181,1,0,3,1,286010,32437,27-04-2004 21:22,67,0,1
0,0,0,3,0,10,0,1,8151,07-05-2004 00:37,0,0,0,international%20news|innovation,0,1804,1,0,4,1,286015,9764,07-05-2004 00:37,58,0,0
0,0,0,1,0,234,0,0,8408,07-05-2004 22:20,0,0,0,forum,0,1804,0,0,1,-1,286015,5156,07-05-2004 22:20,92,0,0
0,0,0,3,0,1017,0,1,4977,29-04-2004 23:17,0,0,0,default,0,8181,1,0,4,2,286029,73421,29-04-2004 23:17,67,0,1
1,0,0,5,0,1313,0,0,4974,29-04-2004 23:15,0,0,0,default,0,8181,1,0,4,2,286037,67953,29-04-2004 23:15,67,0,1
0,0,0,4,0,2142,0,0,5003,29-04-2004 23:31,0,0,0,default,0,8181,1,0,2,1,286049,27655,29-04-2004 23:31,67,0,1
0,0,0,2,0,391,0,0,7007,04-05-2004 21:40,0,0,0,celebrity|people,0,8181,0,0,2,1,286052,49171,04-05-2004 21:40,92,0,1
0,1412,0,3,0,620,0,1,7555,05-05-2004 23:07,0,0,0,basketball|sports|criminal%20trials|sex,0,7,1,0,3,2,286055,117190,05-05-2004 23:07,58,9,1
0,0,0,3,0,20,0,0,9041,09-05-2004 14:34,0,0,0,drugs|college|sports,0,7,1,0,4,1,286063,61188,09-05-2004 14:34,58,0,1
2,0,0,3,0,735,0,0,5009,29-04-2004 23:35,0,0,0,default,0,8181,1,0,3,2,286072,27157,29-04-2004 23:35,67,0,1
0,0,0,4,0,1031,0,0,5007,29-04-2004 23:34,0,0,0,default,0,8181,1,0,2,1,286075,29937,29-04-2004 23:34,67,0,1
1,0,0,5,0,217,0,0,5014,29-04-2004 23:38,0,0,0,default,0,8181,1,0,4,2,286121,9673,29-04-2004 23:38,67,0,1
0,0,0,5,0,766,0,0,4464,28-04-2004 17:08,0,0,0,,0,1466,1,0,3,2,286179,25719,28-04-2004 17:08,68,0,1
0,0,0,4,0,2454,0,0,4290,28-04-2004 01:35,0,0,0,United%20States|familar%20topic|People|Sad,0,14,1,0,4,1,286220,62593,28-04-2004 01:35,56,0,1
0,0,0,4,0,328,0,3,3990,27-04-2004 16:44,0,0,0,,0,14,1,0,4,-1,286220,14375,27-04-2004 16:44,84,0,1
0,0,0,1,0,968,0,0,5184,30-04-2004 03:34,0,0,0,,0,1821,0,0,1,-1,286252,3281,30-04-2004 03:34,83,0,0
0,0,0,3,0,111,0,1,5417,01-05-2004 11:44,0,0,0,celebrities|entertainment,0,2558,1,0,4,2,286253,41320,01-05-2004 11:44,58,0,0
0,0,0,5,0,469,0,0,4420,28-04-2004 14:42,0,0,0,entertainment,0,8182,1,0,5,2,286260,6297,28-04-2004 14:42,76,0,1
0,0,0,1,0,2532,0,0,4757,29-04-2004 13:33,0,0,0,default|unrelated,0,3471,0,0,1,-1,286262,15091,29-04-2004 13:33,63,0,-1
0,0,0,3,0,579,0,0,20814,14-05-2004 20:00,0,0,0,experiential|infrastructure|england|accident|health|resources,0,8157,1,0,4,1,286283,43219,14-05-2004 20:00,62,0,1
0,0,0,5,0,4375,0,3,3903,27-04-2004 10:57,0,0,0,health|favorite,0,1470,1,0,5,2,286294,124259,27-04-2004 10:57,58,0,1
0,0,0,3,0,5503,0,5,5144,30-04-2004 02:37,0,0,0,canada,0,1470,1,0,4,2,286314,50451,30-04-2004 02:37,83,0,1
0,0,0,3,0,3504,0,0,6370,03-05-2004 18:04,0,0,0,world|celebrity|wow!|entertainment,0,8156,1,0,2,-1,286329,132250,03-05-2004 18:04,92,0,1
0,0,0,1,0,190,0,0,8667,08-05-2004 17:29,0,0,0,canada,0,3483,0,0,1,-1,286363,7421,08-05-2004 17:29,83,0,0
0,0,0,1,0,260,0,0,8666,08-05-2004 17:29,0,0,0,canada,0,3483,0,0,1,-1,286365,10204,08-05-2004 17:29,83,0,0
0,0,0,4,0,4567,0,0,4640,29-04-2004 00:31,0,0,0,presidential%20election|education|favorite,0,8183,1,0,5,2,286373,119151,29-04-2004 00:31,58,0,1
0,0,0,2,0,2195,0,0,4922,29-04-2004 19:22,0,0,0,writing,0,8183,1,0,3,2,286373,49261,29-04-2004 19:22,69,0,1
0,0,0,2,0,2195,0,0,4927,29-04-2004 19:30,0,0,0,writing,0,8183,1,0,3,2,286373,49261,29-04-2004 19:30,69,0,1
0,0,0,2,0,2195,0,0,4931,29-04-2004 19:41,0,0,0,writing,0,8183,1,0,3,2,286373,49261,29-04-2004 19:41,69,0,1
0,0,0,4,0,311,0,0,4740,29-04-2004 13:02,0,0,0,books,0,8183,1,0,4,2,286373,1172,29-04-2004 13:02,73,0,1
0,0,0,2,0,2405,0,0,5077,30-04-2004 00:05,0,0,0,celebrity|people,0,8183,1,0,2,1,286373,83530,30-04-2004 00:05,92,0,1
1,0,0,3,0,2297,0,0,4543,28-04-2004 22:20,0,0,0,political,0,8183,1,0,4,2,286374,267468,28-04-2004 22:20,59,0,1
0,0,0,4,0,1909,0,0,4726,29-04-2004 12:47,0,0,0,,0,8183,1,0,4,1,286377,228000,29-04-2004 12:47,73,0,1
0,0,0,5,0,62,0,0,4712,29-04-2004 12:16,0,0,0,books,0,8183,1,0,4,2,286378,234859,29-04-2004 12:16,73,0,1
0,0,0,2,0,2088,0,1,4900,29-04-2004 18:52,0,0,0,entertainment,0,8183,1,0,2,-1,286381,66735,29-04-2004 18:52,69,0,0
0,0,0,2,0,2088,0,1,4901,29-04-2004 18:52,0,0,0,entertainment,0,8183,1,0,2,-1,286381,66735,29-04-2004 18:52,69,0,0
0,0,0,2,0,2088,0,1,4902,29-04-2004 18:53,0,0,0,entertainment,0,8183,1,0,2,-1,286381,66735,29-04-2004 18:53,69,0,0
0,0,0,4,0,3111,0,1,4713,29-04-2004 12:19,0,0,0,books,0,8183,1,0,5,2,286381,113798,29-04-2004 12:19,73,0,1
0,0,0,-1,0,4102,0,0,4917,29-04-2004 19:18,0,0,0,writing,0,8183,-1,0,-1,1,286382,12905,29-04-2004 19:18,69,0,-1
0,0,0,-1,0,4102,0,0,4918,29-04-2004 19:18,0,0,0,writing,0,8183,-1,0,-1,-1,286382,12905,29-04-2004 19:18,69,0,-1
0,0,0,2,0,4102,0,0,4920,29-04-2004 19:18,0,0,0,writing,0,8183,1,0,2,-1,286382,12905,29-04-2004 19:18,69,0,0
0,0,0,2,0,4102,0,0,4921,29-04-2004 19:18,0,0,0,writing,0,8183,1,0,2,-1,286382,12905,29-04-2004 19:18,69,0,0
0,0,0,2,0,4102,0,0,4925,29-04-2004 19:26,0,0,0,writing,0,8183,1,0,2,-1,286382,12905,29-04-2004 19:26,69,0,0
0,0,0,4,0,2099,0,0,4916,29-04-2004 19:18,0,0,0,writing,0,8183,1,0,3,2,286384,116926,29-04-2004 19:18,69,0,1
0,0,0,4,0,1922,0,1,4732,29-04-2004 12:50,0,0,0,books,0,8183,1,0,4,2,286388,37859,29-04-2004 12:50,73,0,1
0,0,0,5,0,251,0,0,4437,28-04-2004 15:57,0,0,0,india,0,8153,1,0,5,2,286411,14829,28-04-2004 15:57,83,0,1
0,1641,0,5,0,2575,0,1,3931,27-04-2004 12:56,0,722,4,familar%20topic,0,8155,1,0,5,2,286415,52355,27-04-2004 12:56,63,14,1
0,1734,0,3,0,371,0,0,3932,27-04-2004 12:57,0,210,3,familar%20topic,0,8155,1,0,1,1,286446,29453,27-04-2004 12:57,63,8,1
0,0,0,4,0,340,0,0,4657,29-04-2004 01:22,0,0,0,Gmail,0,2584,1,0,2,1,286448,1321,29-04-2004 01:22,91,0,0
0,0,0,5,0,547,0,0,8213,07-05-2004 12:18,0,0,0,entertainment,0,8184,1,0,5,2,286452,14156,07-05-2004 12:18,67,0,1
0,0,0,3,0,490,0,1,4097,27-04-2004 20:46,0,0,0,Gmail,0,2584,1,0,1,1,286454,10956,27-04-2004 20:46,91,0,0
0,0,0,3,0,1721,0,0,4992,29-04-2004 23:24,0,0,0,celebrity,0,8184,0,0,3,-1,286458,13188,29-04-2004 23:24,92,0,1
0,0,0,4,0,3186,0,1,9420,10-05-2004 02:43,0,0,0,,0,8152,1,0,5,2,286475,27359,10-05-2004 02:43,51,0,1
0,0,0,4,0,516,0,0,8218,07-05-2004 12:29,0,0,0,politics,0,8184,1,0,5,2,286476,20406,07-05-2004 12:29,67,0,1
0,0,0,4,0,643,0,2,7406,05-05-2004 21:00,0,0,0,law,0,8184,1,0,2,2,286487,18235,05-05-2004 21:00,67,0,1
1,0,0,5,0,1046,0,0,8219,07-05-2004 12:29,0,0,0,,0,8184,1,0,3,2,286497,13624,07-05-2004 12:29,67,0,1
6,0,0,4,0,281,0,0,4855,29-04-2004 16:59,0,0,0,United%20States|Studies%20Conducted|Interesting,0,2586,1,0,4,1,286502,128985,29-04-2004 16:59,56,0,1
0,0,0,2,0,3814,0,0,5213,30-04-2004 10:33,0,0,0,books,0,3755,1,0,2,-1,286506,136719,30-04-2004 10:33,73,0,0
0,0,0,4,0,0,0,0,8220,07-05-2004 12:31,0,0,0,,0,8184,1,0,4,2,286513,547,07-05-2004 12:31,67,0,1
0,0,0,3,0,2634,0,0,4981,29-04-2004 23:19,0,0,0,celebrity,0,8184,1,0,3,1,286516,122313,29-04-2004 23:19,92,0,1
0,0,0,1,0,78,0,0,9216,09-05-2004 20:22,0,0,0,,0,3755,1,0,1,-1,286517,17312,09-05-2004 20:22,65,0,1
0,0,0,4,0,8622,0,3,7801,06-05-2004 18:45,0,0,0,,0,3755,1,0,2,2,286529,99234,06-05-2004 18:45,65,0,1
0,0,0,1,0,3366,0,2,7228,05-05-2004 15:22,0,0,0,difficult%20to%20understand,0,1481,0,0,1,-1,286532,33229,05-05-2004 15:22,80,0,0
1,0,0,3,0,340,0,0,3946,27-04-2004 13:33,0,0,0,familar%20topic,0,8185,1,0,3,1,286568,39898,27-04-2004 13:33,63,0,1
0,0,0,3,0,2718,0,0,4103,27-04-2004 20:49,0,0,0,small%20news,0,8186,1,0,3,1,286594,83923,27-04-2004 20:49,92,0,1
3,0,0,2,0,4362,0,1,4976,29-04-2004 23:16,0,0,0,world%20events|political|other%20events,0,2610,1,0,2,-1,286597,50484,29-04-2004 23:16,59,0,0
0,0,0,4,0,2861,0,1,4714,29-04-2004 12:26,0,0,0,society,0,2610,1,0,4,1,286597,130500,29-04-2004 12:26,73,0,0
1,0,0,3,0,625,0,0,4643,29-04-2004 00:47,0,0,0,science|technology,0,2610,0,0,3,1,286597,19907,29-04-2004 00:47,83,0,0
1,0,0,1,0,735,0,0,4978,29-04-2004 23:17,0,0,0,other%20events,0,2610,0,0,1,-1,286600,8578,29-04-2004 23:17,59,0,0
0,0,0,1,0,546,0,0,5028,29-04-2004 23:42,0,0,0,random,0,2610,1,0,1,-1,286605,7156,29-04-2004 23:42,59,0,0
1,0,0,3,0,672,0,0,7336,05-05-2004 19:29,0,0,0,,0,1483,1,0,3,1,286606,149485,05-05-2004 19:29,65,0,1
0,0,0,3,0,749,0,0,9226,09-05-2004 20:25,0,0,0,,0,1483,1,0,3,1,286606,5578,09-05-2004 20:25,65,0,1
1,0,0,5,0,2471,0,2,6273,03-05-2004 17:11,0,0,0,,0,1483,1,0,5,2,286606,95422,03-05-2004 17:11,66,0,1
0,0,0,1,0,343,0,0,4575,28-04-2004 23:06,0,0,0,default,0,2610,0,0,1,-1,286607,9839,28-04-2004 23:06,69,0,0
0,0,0,1,0,343,0,0,4577,28-04-2004 23:06,0,0,0,default,0,2610,0,0,1,-1,286607,9839,28-04-2004 23:06,69,0,0
0,0,0,1,0,343,0,0,4578,28-04-2004 23:10,0,0,0,default,0,2610,0,0,1,-1,286607,9839,28-04-2004 23:10,69,0,0
1,0,0,4,0,1343,0,0,6279,03-05-2004 17:17,0,0,0,,0,1483,1,0,5,2,286610,28219,03-05-2004 17:17,66,0,1
0,0,0,1,0,782,0,0,5051,29-04-2004 23:48,0,0,0,random,0,2610,0,0,1,-1,286614,4125,29-04-2004 23:48,59,0,0
0,0,0,5,0,2724,0,5,5096,30-04-2004 00:56,0,0,0,Kodak,0,3582,1,0,1,2,286639,96078,30-04-2004 00:56,80,0,1
0,0,0,3,0,3977,0,2,3948,27-04-2004 13:47,0,0,0,familar%20topic|Gmail,0,1485,1,0,4,1,286652,33908,27-04-2004 13:47,91,0,0
0,0,0,3,0,2250,0,0,4358,28-04-2004 11:15,0,0,0,,0,3590,1,0,4,1,286665,76578,28-04-2004 11:15,73,0,-1
0,0,0,1,0,829,0,0,20102,12-05-2004 21:48,0,0,0,Iraq,0,3590,0,0,1,-1,286665,6516,12-05-2004 21:48,80,0,0
0,0,0,3,0,210,0,0,3939,27-04-2004 13:08,0,0,0,familar%20topic,0,3767,1,0,3,1,286669,38525,27-04-2004 13:08,63,0,1
0,0,0,1,0,1151,0,1,5406,01-05-2004 11:10,0,0,0,unrelated|microsoft,0,450,0,0,1,-1,286739,12347,01-05-2004 11:10,63,0,-1
0,0,0,5,0,632,0,1,7295,05-05-2004 18:28,0,0,0,science-health,0,1892,1,0,3,2,286747,12267,05-05-2004 18:28,91,0,1
1,1253,0,4,0,700,0,11,7284,05-05-2004 18:06,0,181,1,science-health,0,1892,1,0,4,2,286749,84412,05-05-2004 18:06,91,7,1
0,3064,0,4,0,219,0,2,6186,03-05-2004 13:02,0,812,5,health,0,1892,1,0,5,2,286753,324235,03-05-2004 13:02,58,22,1
0,0,0,5,0,1453,0,0,6872,04-05-2004 17:54,0,0,0,,0,3600,1,0,4,2,286764,18374,04-05-2004 17:54,65,0,1
0,0,0,1,0,609,0,0,9267,09-05-2004 20:42,0,0,0,science,0,3803,0,0,1,-1,286828,2437,09-05-2004 20:42,66,0,0
0,0,0,1,0,4206,0,0,6780,04-05-2004 13:37,0,0,0,unrelated,0,2659,0,0,1,-1,286859,20068,04-05-2004 13:37,63,0,-1
0,0,0,2,0,1041,0,0,4635,29-04-2004 00:22,0,0,0,music|celebrities,0,3606,1,0,4,2,286899,19188,29-04-2004 00:22,58,0,0
1,0,0,3,0,313,0,0,6298,03-05-2004 17:37,0,0,0,,0,3609,1,0,3,2,286903,16312,03-05-2004 17:37,66,0,1
0,0,0,1,0,1609,0,0,20100,12-05-2004 21:47,0,0,0,Iraq,0,1917,0,0,1,-1,286928,2812,12-05-2004 21:47,80,0,0
0,0,0,5,0,3842,0,0,4319,28-04-2004 05:39,0,0,0,media|domestic|meta-media|politics,0,3987,1,0,5,2,287017,146656,28-04-2004 05:39,62,0,1
0,0,0,3,0,593,0,0,7989,06-05-2004 20:25,0,0,0,australia,0,1964,1,0,2,-1,287073,6687,06-05-2004 20:25,67,0,1
2,0,0,4,0,60,0,0,18632,11-05-2004 01:02,0,0,0,food|computer|internet|innovation,0,1964,0,0,5,2,287082,31466,11-05-2004 01:02,58,0,1
0,0,0,3,0,130,0,0,3938,27-04-2004 13:07,0,0,0,familar%20topic,0,1964,1,0,3,1,287082,52646,27-04-2004 13:07,63,0,1
0,1976,0,1,0,240,0,0,3945,27-04-2004 13:32,0,0,0,default,0,1964,0,0,1,-1,287089,26339,27-04-2004 13:32,63,14,-1
1,0,0,3,0,922,0,0,8191,07-05-2004 09:44,0,0,0,opinion|music,0,2711,1,0,3,-1,287172,36803,07-05-2004 09:44,58,0,1
0,0,0,1,0,4817,0,2,20106,12-05-2004 21:50,0,0,0,Music,0,2711,0,0,1,-1,287172,15141,12-05-2004 21:50,80,0,0
0,0,0,2,0,330,0,0,4655,29-04-2004 01:19,0,0,0,Gmail,0,4054,1,0,2,-1,287268,5698,29-04-2004 01:19,91,0,0
1,0,0,5,0,400,0,0,3942,27-04-2004 13:10,0,0,0,familar%20topic,0,8178,1,0,5,2,287278,67287,27-04-2004 13:10,63,0,1
0,602,0,1,0,1412,0,1,5268,30-04-2004 13:43,0,2784,1,unrelated|ebay,0,1992,0,0,1,-1,287362,17595,30-04-2004 13:43,63,5,-1
0,0,0,1,0,410,0,0,5416,01-05-2004 11:31,0,0,0,amazon|unrelated,0,1993,0,0,1,-1,287393,4166,01-05-2004 11:31,63,0,-1
0,0,0,4,0,0,0,0,8214,07-05-2004 12:20,0,0,0,politics,0,8184,1,0,4,1,287437,673,07-05-2004 12:20,67,0,1
0,0,0,5,0,156,0,0,8216,07-05-2004 12:24,0,0,0,theatre,0,8184,1,0,2,-1,287439,20420,07-05-2004 12:24,67,0,1
0,0,0,4,0,3504,0,2,8415,07-05-2004 22:28,0,0,0,science|health|wow!|people,0,4293,1,0,2,2,287523,45344,07-05-2004 22:28,92,0,1
0,0,0,5,0,766,0,1,3977,27-04-2004 16:37,0,0,0,politics,0,2,1,0,4,-1,287721,9094,27-04-2004 16:37,84,0,1
0,0,0,4,0,390,0,1,4162,27-04-2004 22:48,0,0,0,,0,2,1,0,2,1,287723,92438,27-04-2004 22:48,68,0,1
0,0,0,3,0,1816,0,0,4469,28-04-2004 17:31,0,0,0,,0,2,1,0,3,-1,287724,67031,28-04-2004 17:31,68,0,1
1,0,0,5,0,320,0,0,3952,27-04-2004 14:36,0,0,0,movie|familar%20topic,0,2,1,0,1,1,287724,4637,27-04-2004 14:36,92,0,1
0,0,0,3,0,1218,0,0,4163,27-04-2004 22:49,0,0,0,,0,2,1,0,3,2,287727,71125,27-04-2004 22:49,68,0,1
0,0,0,4,0,563,0,0,4161,27-04-2004 22:45,0,0,0,,0,2,1,0,3,1,287731,41532,27-04-2004 22:45,68,0,1
0,0,0,4,0,846,0,0,4165,27-04-2004 22:57,0,0,0,,0,2,1,0,3,1,287733,120501,27-04-2004 22:57,68,0,1
0,0,0,4,0,655,0,0,7677,06-05-2004 00:46,0,0,0,news,0,2,1,0,5,2,287734,1860,06-05-2004 00:46,51,0,1
0,0,0,4,0,1475,0,0,4166,27-04-2004 23:04,0,0,0,,0,2,-1,0,3,-1,287734,439469,27-04-2004 23:04,68,0,-1
0,0,0,4,0,1221,0,0,4164,27-04-2004 22:54,0,0,0,,0,2,1,0,2,1,287737,301610,27-04-2004 22:54,68,0,1
0,0,0,5,0,2423,0,1,4086,27-04-2004 20:24,0,0,0,canada,0,3,1,0,5,2,287741,281783,27-04-2004 20:24,83,0,1
0,0,0,4,0,4015,0,7,9516,10-05-2004 12:18,0,0,0,computer|education|business|internet,0,5,1,0,5,2,287755,75449,10-05-2004 12:18,58,0,1
2,0,0,4,0,482,0,0,4143,27-04-2004 22:14,0,0,0,Information%20Security,0,5,1,0,3,2,287757,12698,27-04-2004 22:14,91,0,1
